name,description,is_system_level,ref_values
StainingTechniques,This contains the the various staining techniques,Yes,"[{""value"": ""Chromogranin A"", ""display_value"": ""Chromogranin A""}, {""value"": ""CDX2"", ""display_value"": ""CDX2""}, {""value"": ""Uroplakin II"", ""display_value"": ""Uroplakin II""}, {""value"": ""Ki-67"", ""display_value"": ""Ki-67""}, {""value"": ""p53 Tumor Suppressor Protein (M)"", ""display_value"": ""p53 Tumor Suppressor Protein (M)""}, {""value"": ""Leukocyte Common Antigen (LCA) Cocktail"", ""display_value"": ""Leukocyte Common Antigen (LCA) Cocktail""}]"
